Index,Churn Reason,Churn Score,Churn Value,City,CLTV,Contract,Dependents,Device Protection,Gender,Internet Service,Is Manual Payment Method,Lat Long,Latitude,Longitude,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Sum Of Additional Services,Tech Support,Tenure Category,Tenure Months,Total Charges,Zip Code
107,Lack of self-service on Website,88,1,Seeley,3804,Month-to-month,No,No,Female,Fiber optic,Yes,"32.790282, -115.689559",32.790282,-115.689559,83.3,No,Yes,No,No,Yes,Electronic check,Yes,No,Yes,No,2,No,established customers,22,1845.9,92273
108,Network reliability,67,1,Thermal,4902,Month-to-month,No,Yes,Female,Fiber optic,No,"33.53604, -116.119222",33.53604,-116.119222,75.3,No,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No,1,No,New Customers,1,75.3,92274
109,Don't know,82,1,Adelanto,4221,Month-to-month,No,No internet service,Female,No,Yes,"34.667815, -117.536183",34.667815,-117.536183,19.4,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,61,1182.55,92301
110,Don't know,68,1,Apple Valley,2887,Month-to-month,No,No,Male,DSL,No,"34.55082, -117.122396",34.55082,-117.122396,45.4,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,0,No,New Customers,12,518.9,92307
111,Don't know,84,1,Crestline,4105,Month-to-month,No,Yes,Female,Fiber optic,Yes,"34.248061, -117.29028",34.248061,-117.29028,105.9,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,4,No,Loyal Customers,60,6396.45,92325
112,Competitor had better devices,73,1,Daggett,2792,Month-to-month,No,No,Female,Fiber optic,Yes,"34.875144, -116.821698",34.875144,-116.821698,69.55,No,No,No,No,No,Mailed check,Yes,No,No,No,0,No,New Customers,1,69.55,92327
113,Competitor had better devices,98,1,Ludlow,5201,Month-to-month,No,No,Female,Fiber optic,Yes,"34.702766, -116.093376",34.702766,-116.093376,81.05,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1,No,established customers,28,2227.1,92338
114,Competitor had better devices,84,1,Lucerne Valley,4417,Month-to-month,No,Yes,Male,Fiber optic,Yes,"34.508417, -116.856103",34.508417,-116.856103,101.15,Yes,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,3,No,New Customers,4,385.9,92356
115,Competitor had better devices,98,1,Lytle Creek,2031,Month-to-month,No,No,Male,Fiber optic,Yes,"34.238162, -117.534306",34.238162,-117.534306,99.8,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,3,No,New Customers,7,673.25,92358
116,Competitor had better devices,91,1,Phelan,4498,Month-to-month,No,No,Female,DSL,Yes,"34.441123, -117.537886",34.441123,-117.537886,55.95,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No,1,No,established customers,13,734.35,92371
117,Competitor had better devices,71,1,Redlands,4877,Month-to-month,No,No,Male,DSL,Yes,"34.003243, -117.138286",34.003243,-117.138286,55,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1,No,New Customers,1,55,92373
118,Competitor had better devices,80,1,Rialto,5980,Month-to-month,No,No,Female,Fiber optic,Yes,"34.156758, -117.404686",34.156758,-117.404686,74.7,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,1,No,New Customers,1,74.7,92377
119,Competitor had better devices,77,1,Running Springs,4418,Month-to-month,No,No,Male,Fiber optic,Yes,"34.186211, -117.07683",34.186211,-117.07683,80.25,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,1,No,established customers,24,1861.5,92382
120,Competitor had better devices,66,1,Tecopa,4192,Month-to-month,No,No,Male,Fiber optic,Yes,"35.824572, -116.274755",35.824572,-116.274755,96.1,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,3,Yes,New Customers,5,453.4,92389
121,Competitor had better devices,73,1,Victorville,5671,Month-to-month,No,No,Female,Fiber optic,No,"34.486835, -117.362274",34.486835,-117.362274,69,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,0,No,established customers,15,994.8,92392
122,Price too high,65,1,Wrightwood,4926,Month-to-month,No,Yes,Female,DSL,No,"34.358321, -117.618263",34.358321,-117.618263,45.3,No phone service,No,Yes,Yes,Yes,Bank transfer (automatic),No,No,Yes,No,3,No,established customers,48,2145,92397
123,Product dissatisfaction,65,1,San Bernardino,2879,Month-to-month,No,No,Female,Fiber optic,Yes,"34.105935, -117.2914",34.105935,-117.2914,83.55,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,2,No,New Customers,8,680.05,92401
124,Service dissatisfaction,93,1,San Bernardino,2814,Month-to-month,No,No,Male,Fiber optic,Yes,"34.106922, -117.297553",34.106922,-117.297553,74.35,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,1,74.35,92410
125,Lack of self-service on Website,77,1,Riverside,4263,Month-to-month,No,No,Female,Fiber optic,Yes,"33.890046, -117.455583",33.890046,-117.455583,74.4,No,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,1,No,New Customers,2,139.4,92503
126,Network reliability,66,1,Riverside,3099,One year,No,Yes,Male,DSL,No,"33.930931, -117.361788",33.930931,-117.361788,43.75,No phone service,Yes,No,Yes,No,Bank transfer (automatic),No,No,Yes,No,3,No,established customers,22,903.6,92506
127,Limited range of services,89,1,Riverside,4099,Month-to-month,No,No,Female,DSL,Yes,"34.004379, -117.447864",34.004379,-117.447864,28.45,No phone service,Yes,No,No,No,Electronic check,No,Yes,No,No,1,No,New Customers,5,131.05,92509
128,Lack of affordable download/upload speed,76,1,March Air Reserve Base,2538,Month-to-month,No,Yes,Female,Fiber optic,No,"33.888323, -117.277533",33.888323,-117.277533,99.7,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,4,No,New Customers,12,1238.45,92518
129,Long distance charges,87,1,Hemet,2666,Month-to-month,No,Yes,Female,Fiber optic,Yes,"33.644585, -116.871544",33.644585,-116.871544,94.1,Yes,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,No,3,No,established customers,20,1782.4,92544
130,Don't know,72,1,Homeland,3715,Month-to-month,No,No,Male,Fiber optic,Yes,"33.761894, -117.120868",33.761894,-117.120868,94.2,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,3,Yes,New Customers,2,167.5,92548
131,Price too high,98,1,Idyllwild,5032,Month-to-month,No,No,Female,Fiber optic,Yes,"33.755039, -116.741796",33.755039,-116.741796,80.5,Yes,No,No,Yes,Yes,Electronic check,Yes,No,No,No,1,Yes,New Customers,6,502.85,92549
132,Product dissatisfaction,82,1,Moreno Valley,5273,Month-to-month,No,No,Female,Fiber optic,Yes,"33.970661, -117.255039",33.970661,-117.255039,74.35,Yes,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,0,No,New Customers,5,334.8,92557
133,Service dissatisfaction,88,1,Murrieta,3492,Month-to-month,No,Yes,Male,Fiber optic,No,"33.581045, -117.14719",33.581045,-117.14719,104.8,Yes,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,Yes,4,Yes,established customers,40,4131.95,92563
134,Lack of self-service on Website,99,1,Perris,4517,Month-to-month,No,No,Female,Fiber optic,No,"33.828289, -117.201666",33.828289,-117.201666,75.2,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,No,No,1,No,established customers,27,1929.35,92571
135,Network reliability,81,1,Sun City,2115,Month-to-month,No,No,Female,Fiber optic,No,"33.707483, -117.200006",33.707483,-117.200006,75.6,Yes,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,0,No,established customers,23,1758.6,92586
136,Don't know,72,1,Sun City,2568,Month-to-month,No,Yes,Male,Fiber optic,Yes,"33.69887, -117.25071",33.69887,-117.25071,100.05,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,3,No,established customers,34,3480,92587
137,Don't know,80,1,Irvine,5679,Month-to-month,No,No,Female,Fiber optic,Yes,"33.643095, -117.810896",33.643095,-117.810896,85,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1,No,New Customers,1,85,92612
138,Don't know,85,1,Lake Forest,2966,Month-to-month,No,No,Male,Fiber optic,No,"33.644849, -117.684254",33.644849,-117.684254,86.05,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,1,No,New Customers,10,834.1,92630
139,Poor expertise of online support,74,1,Huntington Beach,4856,Month-to-month,No,No,Male,DSL,No,"33.666301, -117.969501",33.666301,-117.969501,45.55,No phone service,No,Yes,Yes,No,Credit card (automatic),No,No,No,Yes,3,Yes,established customers,13,597,92646
140,Poor expertise of phone support,98,1,Huntington Beach,3364,Month-to-month,No,No,Male,Fiber optic,Yes,"33.679659, -118.016195",33.679659,-118.016195,86.3,No,Yes,No,Yes,Yes,Mailed check,Yes,No,No,Yes,2,No,established customers,39,3266,92648
141,Competitor had better devices,92,1,Newport Beach,5974,Month-to-month,No,No,Male,Fiber optic,No,"33.601309, -117.902304",33.601309,-117.902304,80.35,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,1,No,established customers,32,2596.15,92661
142,Competitor offered higher download speeds,72,1,Santa Ana,2744,Month-to-month,No,Yes,Female,Fiber optic,Yes,"33.748478, -117.858918",33.748478,-117.858918,100.25,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,3,No,established customers,35,3527.6,92701
143,Competitor offered more data,67,1,Santa Ana,5170,One year,No,No,Male,Fiber optic,No,"33.714829, -117.872941",33.714829,-117.872941,100.3,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,3,No,Loyal Customers,56,5614.45,92707
144,Competitor made better offer,72,1,Anaheim,3535,Month-to-month,No,No internet service,Female,No,Yes,"33.830209, -117.906099",33.830209,-117.906099,19,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,12,233.55,92805
145,Competitor had better devices,87,1,Anaheim,3244,Month-to-month,No,No,Female,Fiber optic,Yes,"33.83796, -117.870494",33.83796,-117.870494,75.3,No,No,Yes,No,No,Mailed check,Yes,No,No,No,1,No,New Customers,1,75.3,92806
146,Competitor had better devices,74,1,Anaheim,5808,Month-to-month,No,Yes,Female,Fiber optic,Yes,"33.848733, -117.788357",33.848733,-117.788357,89.2,Yes,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,2,No,New Customers,4,346.2,92807
147,Competitor offered higher download speeds,66,1,Brea,4880,Month-to-month,No,No,Female,Fiber optic,Yes,"33.924143, -117.79387",33.924143,-117.79387,85.7,Yes,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,1,No,New Customers,1,85.7,92823
148,Competitor offered higher download speeds,67,1,Norco,5670,Month-to-month,No,Yes,Female,DSL,Yes,"33.925833, -117.559639",33.925833,-117.559639,61.65,Yes,No,Yes,Yes,No,Mailed check,Yes,No,No,No,3,Yes,New Customers,12,713.75,92860
149,Competitor offered higher download speeds,91,1,Yorba Linda,4196,Month-to-month,No,Yes,Female,Fiber optic,No,"33.884073, -117.732197",33.884073,-117.732197,105.25,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,4,No,Loyal Customers,65,6786.4,92887
150,Competitor offered more data,83,1,Ventura,2573,Month-to-month,No,No,Male,DSL,Yes,"34.360261, -119.306383",34.360261,-119.306383,29.95,No phone service,Yes,No,Yes,Yes,Electronic check,No,No,No,No,1,No,New Customers,9,248.95,93001
151,Competitor offered more data,76,1,Ventura,3983,Month-to-month,No,Yes,Female,DSL,Yes,"34.279221, -119.221437",34.279221,-119.221437,65,No,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No,4,Yes,New Customers,9,663.05,93003
152,Competitor offered more data,100,1,Port Hueneme,4479,Month-to-month,No,No internet service,Female,No,No,"34.110124, -119.100972",34.110124,-119.100972,20,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,7,137.6,93041
153,Competitor made better offer,96,1,Summerland,5059,Month-to-month,No,No,Male,Fiber optic,No,"34.420998, -119.60137",34.420998,-119.60137,90.05,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,No,2,No,Loyal Customers,49,4547.25,93067
154,Competitor made better offer,65,1,Santa Barbara,2728,Month-to-month,No,Yes,Male,Fiber optic,No,"34.419203, -119.710008",34.419203,-119.710008,110.75,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,5,Yes,established customers,43,4687.9,93101
155,Competitor had better devices,89,1,Santa Barbara,5720,Month-to-month,No,Yes,Female,Fiber optic,Yes,"34.437945, -119.77191",34.437945,-119.77191,105.5,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,No,Loyal Customers,65,6985.65,93110
156,Competitor offered higher download speeds,91,1,Alpaugh,6268,One year,No,Yes,Male,Fiber optic,No,"35.869626, -119.498771",35.869626,-119.498771,104.55,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,4,No,Loyal Customers,56,5794.65,93201
157,Competitor offered more data,75,1,Armona,3573,Month-to-month,No,No,Male,Fiber optic,Yes,"36.315979, -119.710852",36.315979,-119.710852,85.25,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1,No,New Customers,10,855.3,93202
158,Don't know,65,1,Avenal,2152,Month-to-month,No,No,Female,DSL,Yes,"35.916943, -120.129921",35.916943,-120.129921,56.15,No,No,No,No,Yes,Electronic check,Yes,No,No,Yes,1,No,established customers,43,2499.3,93204
159,Competitor had better devices,99,1,Bodfish,4996,Month-to-month,No,No,Male,Fiber optic,Yes,"35.523991, -118.400432",35.523991,-118.400432,89.55,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,2,No,New Customers,1,89.55,93205
160,Competitor had better devices,84,1,Camp Nelson,5604,Month-to-month,No,No,Male,Fiber optic,Yes,"36.057458, -118.591951",36.057458,-118.591951,94.55,Yes,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,2,No,established customers,20,1899.65,93208
161,Competitor offered higher download speeds,95,1,Coalinga,2295,Month-to-month,No,No,Male,DSL,Yes,"36.186867, -120.387793",36.186867,-120.387793,45.7,No,No,No,Yes,No,Mailed check,Yes,No,No,No,0,No,New Customers,1,45.7,93210
162,Competitor offered higher download speeds,80,1,Delano,2065,Month-to-month,No,No,Female,Fiber optic,Yes,"35.772244, -119.209689",35.772244,-119.209689,89.5,Yes,Yes,No,No,No,Electronic check,Yes,Yes,Yes,No,2,No,New Customers,2,161.5,93215
163,Competitor offered higher download speeds,87,1,Earlimart,2876,Month-to-month,No,No,Female,Fiber optic,No,"35.858054, -119.305858",35.858054,-119.305858,69.55,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,0,No,New Customers,3,222.3,93219
164,Competitor offered more data,94,1,Exeter,3860,Month-to-month,No,Yes,Female,Fiber optic,Yes,"36.301689, -119.018233",36.301689,-119.018233,74.6,No,No,No,Yes,No,Mailed check,Yes,No,No,No,1,No,New Customers,1,74.6,93221
165,Competitor offered more data,83,1,Fellows,5432,Month-to-month,No,No internet service,Female,No,Yes,"35.215731, -119.57013",35.215731,-119.57013,19.65,No,No internet service,No internet service,No,No,Electronic check,Yes,Yes,No internet service,No internet service,0,No internet service,New Customers,8,164.3,93224
166,Competitor offered more data,68,1,Huron,2362,One year,No,No internet service,Male,No,Yes,"36.217864, -120.080117",36.217864,-120.080117,19.85,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,2,35.9,93234
167,Competitor made better offer,93,1,Kernville,2038,Month-to-month,No,No,Female,DSL,Yes,"35.852892, -118.397782",35.852892,-118.397782,24.25,No phone service,No,No,Yes,No,Mailed check,No,No,No,No,0,No,New Customers,4,96.05,93238
168,Competitor made better offer,80,1,Lemon Cove,2323,Month-to-month,No,No,Female,Fiber optic,Yes,"36.462671, -118.997291",36.462671,-118.997291,69.65,No,No,No,No,No,Electronic check,Yes,No,No,No,0,No,New Customers,2,145.15,93244
169,Competitor had better devices,78,1,Lindsay,2864,Month-to-month,No,No,Female,DSL,Yes,"36.205465, -119.085807",36.205465,-119.085807,45.65,No,No,No,No,No,Mailed check,Yes,No,No,No,0,No,New Customers,4,191.05,93247
170,Competitor offered higher download speeds,78,1,Maricopa,4838,Month-to-month,No,No,Female,Fiber optic,Yes,"34.737031, -119.460557",34.737031,-119.460557,75.05,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No,0,No,New Customers,1,75.05,93252
171,Competitor offered more data,90,1,Onyx,5597,Month-to-month,No,No,Male,DSL,Yes,"35.676978, -118.101378",35.676978,-118.101378,49.15,No phone service,Yes,No,Yes,No,Electronic check,No,Yes,Yes,Yes,3,No,Loyal Customers,52,2550.9,93255
172,Competitor made better offer,65,1,Posey,3146,Month-to-month,No,No,Female,DSL,Yes,"35.861928, -118.636698",35.861928,-118.636698,34.7,No phone service,No,No,Yes,No,Electronic check,No,No,Yes,No,1,No,New Customers,2,62.25,93260
173,Competitor had better devices,88,1,Shafter,2046,Month-to-month,No,No,Male,Fiber optic,Yes,"35.490705, -119.286833",35.490705,-119.286833,80,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No,1,No,New Customers,1,80,93263
174,Competitor had better devices,89,1,Tipton,3475,Month-to-month,No,No,Male,DSL,Yes,"36.047414, -119.344304",36.047414,-119.344304,49.25,No,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,1,No,New Customers,2,91.1,93272
175,Competitor offered higher download speeds,69,1,Wofford Heights,4965,Month-to-month,No,No,Female,Fiber optic,No,"35.690535, -118.552784",35.690535,-118.552784,75.1,Yes,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,0,No,New Customers,3,270.7,93285
176,Competitor offered higher download speeds,86,1,Visalia,3273,Month-to-month,No,Yes,Male,DSL,Yes,"36.37559, -119.211689",36.37559,-119.211689,50.15,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,1,No,New Customers,3,168.15,93292
177,Competitor offered higher download speeds,85,1,Bakersfield,4535,Month-to-month,No,No,Female,Fiber optic,No,"35.16207, -119.194488",35.16207,-119.194488,79.85,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No,2,No,established customers,25,2015.35,93311
178,Competitor offered more data,66,1,San Luis Obispo,3556,Month-to-month,No,No internet service,Male,No,Yes,"35.236549, -120.727344",35.236549,-120.727344,19.55,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,19.55,93405
179,Competitor offered more data,74,1,Lompoc,5640,Month-to-month,No,No,Female,Fiber optic,Yes,"34.601055, -120.382917",34.601055,-120.382917,85.95,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1,No,New Customers,4,381.3,93436
180,Competitor offered more data,67,1,Lompoc,2450,Month-to-month,No,No,Male,DSL,Yes,"34.757477, -120.550507",34.757477,-120.550507,45.35,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,3,141.5,93437
181,Competitor made better offer,96,1,Los Alamos,4333,Month-to-month,No,No,Male,Fiber optic,Yes,"34.758699, -120.275839",34.758699,-120.275839,94.5,Yes,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,2,No,established customers,33,3105.55,93440
182,Competitor made better offer,97,1,Oceano,2482,Month-to-month,No,Yes,Female,Fiber optic,No,"35.059695, -120.604741",35.059695,-120.604741,91.7,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,Yes,No,No,3,No,established customers,30,2758.15,93445
183,Competitor had better devices,73,1,Pismo Beach,5269,Month-to-month,No,Yes,Female,Fiber optic,Yes,"35.165668, -120.655842",35.165668,-120.655842,87.25,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,2,Yes,established customers,45,3941.7,93449
184,Competitor offered higher download speeds,80,1,Mojave,3658,Month-to-month,No,No,Male,Fiber optic,Yes,"35.097323, -118.171288",35.097323,-118.171288,98.55,Yes,No,Yes,No,No,Electronic check,Yes,No,Yes,Yes,3,No,New Customers,10,1008.55,93501
185,Competitor offered more data,92,1,Johannesburg,5444,Month-to-month,No,Yes,Male,Fiber optic,Yes,"35.363339, -117.637641",35.363339,-117.637641,98.55,Yes,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,3,No,established customers,20,1842.8,93528
186,Don't know,96,1,Keene,3579,Month-to-month,No,No,Female,Fiber optic,No,"35.214982, -118.59049",35.214982,-118.59049,85.9,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,2,No,established customers,15,1269.55,93531
187,Competitor had better devices,82,1,Lancaster,3161,Month-to-month,No,No,Female,Fiber optic,Yes,"34.712708, -117.889656",34.712708,-117.889656,89.25,No,No,No,No,No,Electronic check,Yes,No,Yes,Yes,2,No,established customers,22,1907.85,93535
188,Competitor had better devices,66,1,Lancaster,3038,Month-to-month,No,No,Male,Fiber optic,Yes,"34.741406, -118.38111",34.741406,-118.38111,70.3,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,0,No,New Customers,3,208.85,93536
189,Competitor offered higher download speeds,77,1,Palmdale,5264,Month-to-month,No,No,Male,Fiber optic,Yes,"34.557711, -118.029441",34.557711,-118.029441,93.35,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,2,No,established customers,15,1444.65,93552
